levels;alpha_beta;method;trial;turns;outcome;real_time;date;time
7;1;simple;42;43;whites_won;46.502105474472046;2022-05-19;08:49:26.953746
7;1;simple;43;33;whites_won;61.94700360298157;2022-05-19;08:50:13.455851
7;1;simple;44;51;whites_won;100.5490472316742;2022-05-19;08:51:15.402854
7;1;simple;45;75;draw;1917.1970150470734;2022-05-19;08:52:55.951902
7;1;simple;46;48;black_won;195.65693402290344;2022-05-19;09:24:53.148917
7;1;simple;47;43;whites_won;70.73034262657166;2022-05-19;09:28:08.805851
7;1;simple;48;30;whites_won;62.86667513847351;2022-05-19;09:29:19.536193
7;1;weighted;0;35;whites_won;398.33525133132935;2022-05-19;02:24:57.414523
7;1;weighted;1;34;black_won;267.6272871494293;2022-05-19;02:31:35.749774
7;1;weighted;2;34;black_won;655.8788077831268;2022-05-19;02:36:03.377061
7;1;weighted;3;35;whites_won;319.4116680622101;2022-05-19;02:46:59.255869
7;1;weighted;4;31;black_won;808.3617587089539;2022-05-19;02:52:18.667537
7;1;weighted;5;85;draw;27853.673036813736;2022-05-19;03:05:47.029296
7;1;weighted;6;35;whites_won;260.5203683376312;2022-05-19;10:50:00.702333
7;1;weighted;7;68;black_won;7274.359987974167;2022-05-19;10:54:21.222701
7;1;weighted;8;45;whites_won;1646.4660325050354;2022-05-19;12:55:35.582689
7;1;weighted;9;36;black_won;242.29477548599243;2022-05-19;13:23:02.048721
7;1;weighted;10;35;whites_won;301.0182309150696;2022-05-19;13:27:04.343497
7;1;weighted;11;42;black_won;845.7768280506134;2022-05-19;13:32:05.361728
8;1;simple;0;45;whites_won;155.03146982192993;2022-05-19;02:47:08.027457
8;1;simple;1;74;draw;18202.99034667015;2022-05-19;02:49:43.058927
8;1;simple;2;68;black_won;711.118289232254;2022-05-19;07:53:06.049274
8;1;simple;3;60;black_won;12105.216622114182;2022-05-19;08:04:57.167563
8;1;weighted;0;43;whites_won;1395.9343659877777;2022-05-19;03:11:56.834789
8;1;weighted;1;43;whites_won;1396.73095703125;2022-05-19;03:35:12.784776
8;1;weighted;2;43;whites_won;1375.5572249889374;2022-05-19;03:58:29.531355
8;1;weighted;3;27;whites_won;418.31430292129517;2022-05-19;04:21:25.088580
8;1;weighted;4;37;whites_won;639.5886850357056;2022-05-19;04:28:23.402883
8;1;weighted;5;43;whites_won;953.6353974342346;2022-05-19;04:39:02.991568
8;1;weighted;6;51;whites_won;785.3541522026062;2022-05-19;04:54:56.626966
8;1;weighted;7;31;whites_won;492.34943890571594;2022-05-19;05:08:01.981118
8;1;weighted;8;30;black_won;493.5563106536865;2022-05-19;05:16:14.330557
8;1;weighted;9;51;whites_won;951.5413901805878;2022-05-19;05:24:27.886867
8;1;weighted;10;48;black_won;496.1489565372467;2022-05-19;05:40:19.443879
9;1;simple;0;31;whites_won;2897.997078895569;2022-05-19;03:11:57.209701
9;1;simple;1;59;whites_won;3137.7475469112396;2022-05-19;04:00:15.206780
